,o_rtg,d_rtg,n_rtg,ast_per_game,pace,ts_percent,e_fg_percent,tov_percent,orb_percent,opp_e_fg_percent,w,l,team,season,Champion
423,105.6,111.4,-5.8,19.4,88.5,0.515,0.474,12.8,30.3,0.526,27.0,55.0,Detroit Pistons,2010,0
424,108.1,111.7,-3.6,22.4,100.4,0.557,0.514,13.1,20.9,0.525,26.0,56.0,Golden State Warriors,2010,0
425,107.6,108.0,-0.4,21.8,94.0,0.537,0.494,13.2,26.9,0.511,42.0,40.0,Houston Rockets,2010,0
426,103.7,106.8,-3.1,21.1,97.1,0.536,0.491,13.8,21.6,0.49,32.0,50.0,Indiana Pacers,2010,0
427,103.3,110.1,-6.8,22.1,92.6,0.529,0.491,14.8,27.1,0.509,29.0,53.0,Los Angeles Clippers,2010,0
428,108.8,103.7,5.1,21.1,92.8,0.538,0.496,12.4,27.6,0.484,57.0,25.0,Los Angeles Lakers,2010,1
429,108.3,109.9,-1.6,18.8,93.6,0.536,0.494,13.7,31.3,0.52,40.0,42.0,Memphis Grizzlies,2010,0
430,106.6,104.1,2.5,18.9,89.6,0.537,0.496,12.8,26.1,0.48,47.0,35.0,Miami Heat,2010,0
431,104.9,103.1,1.8,21.2,91.7,0.518,0.482,12.3,26.2,0.486,46.0,36.0,Milwaukee Bucks,2010,0
432,101.7,111.6,-9.9,19.8,96.1,0.518,0.478,14.6,26.7,0.525,15.0,67.0,Minnesota Timberwolves,2010,0
433,100.6,110.5,-9.9,18.8,91.4,0.509,0.458,13.7,25.1,0.517,12.0,70.0,New Jersey Nets,2010,0
434,107.4,110.1,-2.7,22.3,92.6,0.543,0.506,12.7,24.8,0.523,37.0,45.0,New Orleans Hornets,2010,0
435,107.6,111.6,-4.0,21.6,94.0,0.547,0.509,13.0,23.5,0.526,29.0,53.0,New York Knicks,2010,0
436,108.3,104.6,3.7,20.0,93.1,0.547,0.494,13.9,28.6,0.483,50.0,32.0,Oklahoma City Thunder,2010,0
437,111.4,103.3,8.1,19.7,92.0,0.573,0.536,13.6,24.6,0.477,59.0,23.0,Orlando Magic,2010,0
438,106.1,110.3,-4.2,21.0,91.6,0.534,0.496,13.7,27.6,0.518,27.0,55.0,Philadelphia 76ers,2010,0
439,115.3,110.2,5.1,23.3,95.3,0.585,0.546,13.6,27.6,0.491,54.0,28.0,Phoenix Suns,2010,0
440,110.8,107.1,3.7,20.4,87.7,0.547,0.499,12.1,28.2,0.502,50.0,32.0,Portland Trail Blazers,2010,0
441,105.3,109.9,-4.6,20.5,94.0,0.528,0.491,13.6,27.8,0.505,25.0,57.0,Sacramento Kings,2010,0
442,110.0,104.5,5.5,22.3,91.7,0.552,0.515,12.9,26.8,0.483,50.0,32.0,San Antonio Spurs,2010,0
443,111.3,113.2,-1.9,22.0,93.1,0.564,0.521,12.7,24.7,0.513,40.0,42.0,Toronto Raptors,2010,0
444,110.7,105.0,5.7,26.7,93.8,0.565,0.524,14.2,26.8,0.492,53.0,29.0,Utah Jazz,2010,0
445,104.2,109.4,-5.2,19.0,91.6,0.524,0.481,13.9,27.6,0.502,26.0,56.0,Washington Wizards,2010,0
446,109.3,107.6,1.7,20.2,89.6,0.546,0.504,12.5,26.0,0.494,47.0,35.0,Atlanta Hawks,2009,0
447,110.5,102.3,8.2,22.7,90.4,0.571,0.528,15.0,27.9,0.47,62.0,20.0,Boston Celtics,2009,0
448,104.7,106.1,-1.4,21.2,88.3,0.536,0.494,15.1,27.7,0.498,35.0,47.0,Charlotte Bobcats,2009,0
449,108.4,108.7,-0.3,21.1,93.1,0.541,0.493,13.3,28.0,0.493,41.0,41.0,Chicago Bulls,2009,0
450,112.4,102.4,10.0,20.3,88.7,0.56,0.519,12.5,27.7,0.468,66.0,16.0,Cleveland Cavaliers,2009,0
451,110.5,108.4,2.1,21.7,91.5,0.55,0.504,12.1,26.6,0.493,50.0,32.0,Dallas Mavericks,2009,0
452,110.4,106.8,3.6,22.2,94.3,0.563,0.512,14.2,27.5,0.485,54.0,28.0,Denver Nuggets,2009,0
453,107.4,108.0,-0.6,20.6,86.7,0.524,0.483,11.7,27.9,0.485,39.0,43.0,Detroit Pistons,2009,0
454,109.5,113.3,-3.8,20.9,98.2,0.549,0.497,12.9,26.1,0.508,29.0,53.0,Golden State Warriors,2009,0
455,108.4,104.0,4.4,20.3,90.2,0.548,0.501,13.6,26.4,0.479,53.0,29.0,Houston Rockets,2009,0
456,108.1,109.2,-1.1,21.6,96.5,0.545,0.501,13.1,25.4,0.499,36.0,46.0,Indiana Pacers,2009,0
457,102.3,111.7,-9.4,21.0,92.1,0.52,0.481,14.0,25.1,0.512,19.0,63.0,Los Angeles Clippers,2009,0
458,112.8,104.7,8.1,23.3,94.3,0.555,0.513,12.3,29.4,0.49,65.0,17.0,Los Angeles Lakers,2009,1
459,103.5,109.5,-6.0,17.4,90.1,0.533,0.486,14.8,25.8,0.515,24.0,58.0,Memphis Grizzlies,2009,0
460,107.8,107.6,0.2,20.4,89.9,0.54,0.5,12.1,24.6,0.501,43.0,39.0,Miami Heat,2009,0
461,106.7,107.9,-1.2,22.0,92.6,0.531,0.483,13.1,27.8,0.503,34.0,48.0,Milwaukee Bucks,2009,0
462,106.1,111.4,-5.3,20.4,91.6,0.526,0.481,13.3,27.7,0.515,24.0,58.0,Minnesota Timberwolves,2009,0
463,108.3,111.0,-2.7,20.0,89.9,0.543,0.497,12.7,25.2,0.509,34.0,48.0,New Jersey Nets,2009,0
464,108.7,107.0,1.7,19.6,87.8,0.548,0.501,12.5,24.6,0.496,49.0,33.0,New Orleans Hornets,2009,0
465,108.1,110.8,-2.7,21.2,96.7,0.544,0.503,12.9,24.4,0.52,32.0,50.0,New York Knicks,2009,0
466,102.9,109.4,-6.5,20.3,93.6,0.521,0.471,14.8,28.6,0.514,23.0,59.0,Oklahoma City Thunder,2009,0
467,109.2,101.9,7.3,19.4,92.3,0.559,0.52,13.4,24.0,0.465,59.0,23.0,Orlando Magic,2009,0
468,107.9,107.8,0.1,20.1,90.0,0.532,0.485,13.4,31.3,0.507,41.0,41.0,Philadelphia 76ers,2009,0
469,113.6,111.6,2.0,23.2,96.0,0.584,0.545,14.4,27.7,0.511,46.0,36.0,Phoenix Suns,2009,0
470,113.9,107.8,6.1,20.3,86.6,0.553,0.511,12.5,32.6,0.499,54.0,28.0,Portland Trail Blazers,2009,0
471,105.5,114.7,-9.2,19.7,94.2,0.542,0.491,14.3,24.5,0.526,17.0,65.0,Sacramento Kings,2009,0
472,108.5,104.3,4.2,21.2,88.4,0.548,0.513,11.7,22.1,0.487,54.0,28.0,San Antonio Spurs,2009,0
473,107.0,110.0,-3.0,22.4,92.0,0.542,0.494,12.8,24.0,0.511,33.0,49.0,Toronto Raptors,2009,0
474,110.1,107.3,2.8,24.7,93.1,0.554,0.504,13.6,28.2,0.505,48.0,34.0,Utah Jazz,2009,0
475,105.4,113.6,-8.2,20.0,91.0,0.524,0.48,13.2,27.7,0.533,19.0,63.0,Washington Wizards,2009,0
476,106.9,108.9,-2.0,22.0,91.1,0.535,0.483,14.0,29.7,0.501,37.0,45.0,Atlanta Hawks,2008,0
477,110.2,98.9,11.3,22.4,90.9,0.569,0.522,14.7,26.6,0.457,66.0,16.0,Boston Celtics,2008,1
478,104.6,109.4,-4.8,21.3,91.8,0.532,0.492,13.9,25.6,0.505,32.0,50.0,Charlotte Bobcats,2008,0
479,103.9,107.2,-3.3,22.1,93.0,0.515,0.47,13.4,28.9,0.496,33.0,49.0,Chicago Bulls,2008,0
480,106.0,106.4,-0.4,20.0,90.2,0.52,0.48,13.1,30.4,0.494,45.0,37.0,Cleveland Cavaliers,2008,0
481,111.1,106.1,5.0,21.0,90.2,0.554,0.502,12.3,26.7,0.474,51.0,31.0,Dallas Mavericks,2008,0
482,110.0,106.3,3.7,24.7,99.7,0.557,0.51,12.9,25.5,0.499,50.0,32.0,Denver Nuggets,2008,0
483,111.4,102.9,8.5,22.3,87.3,0.539,0.495,11.4,29.4,0.47,59.0,23.0,Detroit Pistons,2008,0
484,111.8,109.5,2.3,22.4,98.8,0.548,0.511,11.5,27.2,0.509,48.0,34.0,Golden State Warriors,2008,0
485,106.8,101.6,5.2,21.4,90.4,0.528,0.492,13.0,29.1,0.465,55.0,27.0,Houston Rockets,2008,0
486,106.0,107.5,-1.5,22.7,97.7,0.54,0.498,13.5,24.4,0.498,36.0,46.0,Indiana Pacers,2008,0
487,101.2,109.1,-7.9,21.1,92.1,0.519,0.465,13.7,23.1,0.503,23.0,59.0,Los Angeles Clippers,2008,0
488,113.0,105.5,7.5,24.4,95.6,0.57,0.525,12.9,26.3,0.485,57.0,25.0,Los Angeles Lakers,2008,0
489,105.0,111.4,-6.4,19.2,95.3,0.539,0.5,14.0,23.8,0.521,22.0,60.0,Memphis Grizzlies,2008,0
490,100.5,110.0,-9.5,20.0,90.2,0.522,0.482,14.4,22.1,0.51,15.0,67.0,Miami Heat,2008,0
491,105.3,112.8,-7.5,21.5,91.3,0.522,0.482,13.7,30.0,0.524,26.0,56.0,Milwaukee Bucks,2008,0
492,103.8,111.2,-7.4,19.9,91.9,0.518,0.484,13.6,27.5,0.513,22.0,60.0,Minnesota Timberwolves,2008,0
493,104.0,109.4,-5.4,23.5,91.5,0.528,0.481,14.2,26.6,0.497,34.0,48.0,New Jersey Nets,2008,0
494,111.5,105.7,5.8,21.8,89.9,0.548,0.512,11.4,27.0,0.501,56.0,26.0,New Orleans Hornets,2008,0
495,104.7,111.9,-7.2,18.7,91.6,0.518,0.475,13.4,28.6,0.518,23.0,59.0,New York Knicks,2008,0
496,111.3,105.5,5.8,20.8,93.4,0.575,0.537,13.6,23.4,0.484,52.0,30.0,Orlando Magic,2008,0
497,106.4,106.0,0.4,20.4,90.4,0.522,0.482,13.4,31.8,0.504,40.0,42.0,Philadelphia 76ers,2008,0
498,113.3,108.1,5.2,26.7,96.7,0.59,0.551,13.4,22.4,0.488,55.0,27.0,Phoenix Suns,2008,0
499,107.3,108.4,-1.1,21.1,87.9,0.532,0.489,12.6,26.8,0.491,41.0,41.0,Portland Trail Blazers,2008,0
500,107.5,109.9,-2.4,19.1,94.7,0.556,0.503,14.8,25.2,0.51,38.0,44.0,Sacramento Kings,2008,0
501,107.2,101.8,5.4,21.0,88.8,0.543,0.504,12.6,23.4,0.477,56.0,26.0,San Antonio Spurs,2008,0
502,100.5,109.5,-9.0,21.3,96.3,0.509,0.467,14.3,26.8,0.503,20.0,62.0,Seattle SuperSonics,2008,0
503,110.2,107.0,3.2,23.8,90.2,0.551,0.511,11.4,23.4,0.505,41.0,41.0,Toronto Raptors,2008,0
504,113.8,106.5,7.3,26.4,93.2,0.573,0.528,13.6,29.5,0.501,54.0,28.0,Utah Jazz,2008,0
505,109.2,109.6,-0.4,19.6,89.5,0.535,0.489,12.5,28.9,0.513,43.0,39.0,Washington Wizards,2008,0
506,103.0,108.3,-5.3,19.2,90.0,0.523,0.471,15.1,29.2,0.503,30.0,52.0,Atlanta Hawks,2007,0
507,103.2,106.9,-3.7,19.9,92.0,0.53,0.479,15.4,27.0,0.502,24.0,58.0,Boston Celtics,2007,0
508,103.6,107.6,-4.0,22.4,92.0,0.524,0.48,13.9,26.4,0.5,33.0,49.0,Charlotte Bobcats,2007,0
509,104.9,99.6,5.3,22.3,93.6,0.534,0.493,14.7,28.6,0.473,49.0,33.0,Chicago Bulls,2007,0
510,105.5,101.3,4.2,20.8,90.8,0.522,0.484,13.4,29.7,0.48,50.0,32.0,Cleveland Cavaliers,2007,0
511,111.3,103.2,8.1,19.9,89.5,0.559,0.509,13.4,28.7,0.477,67.0,15.0,Dallas Mavericks,2007,0
512,107.6,105.9,1.7,23.4,97.4,0.548,0.501,14.6,28.9,0.499,45.0,37.0,Denver Nuggets,2007,0
513,108.9,104.2,4.7,21.6,87.3,0.535,0.488,12.0,28.3,0.477,53.0,29.0,Detroit Pistons,2007,0
514,107.0,107.4,-0.4,23.8,99.2,0.548,0.512,14.1,25.6,0.506,42.0,40.0,Golden State Warriors,2007,0
515,106.0,100.7,5.3,20.8,90.7,0.54,0.499,13.6,25.7,0.466,52.0,30.0,Houston Rockets,2007,0
516,102.9,105.5,-2.6,20.5,92.4,0.523,0.474,15.1,28.4,0.491,35.0,47.0,Indiana Pacers,2007,0
517,105.1,105.6,-0.5,21.5,90.8,0.537,0.481,14.5,27.2,0.488,40.0,42.0,Los Angeles Clippers,2007,0
518,108.6,108.6,0.0,22.6,93.5,0.554,0.511,14.3,26.1,0.5,42.0,40.0,Los Angeles Lakers,2007,0
519,106.9,112.3,-5.4,20.5,93.6,0.555,0.504,15.2,25.9,0.529,22.0,60.0,Memphis Grizzlies,2007,0
520,104.3,105.3,-1.0,20.5,89.9,0.541,0.506,14.3,24.9,0.485,44.0,38.0,Miami Heat,2007,0
521,107.0,111.7,-4.7,21.6,92.3,0.541,0.504,14.1,27.6,0.522,28.0,54.0,Milwaukee Bucks,2007,0
522,103.9,107.9,-4.0,22.5,91.0,0.537,0.49,14.8,25.1,0.498,32.0,50.0,Minnesota Timberwolves,2007,0
523,105.7,106.6,-0.9,23.9,91.4,0.546,0.504,14.2,24.6,0.49,41.0,41.0,New Jersey Nets,2007,0
524,104.8,106.5,-1.7,18.7,90.2,0.52,0.479,13.6,29.1,0.499,39.0,43.0,New Orleans/Oklahoma City Hornets,2007,0
525,105.7,108.8,-3.1,18.7,90.8,0.539,0.494,15.9,31.0,0.504,33.0,49.0,New York Knicks,2007,0
526,104.9,104.1,0.8,18.6,89.9,0.544,0.5,16.3,29.3,0.48,40.0,42.0,Orlando Magic,2007,0
527,103.6,106.9,-3.3,20.4,90.7,0.53,0.48,14.6,27.2,0.501,35.0,47.0,Philadelphia 76ers,2007,0
528,113.9,106.4,7.5,25.9,95.6,0.59,0.551,13.4,22.7,0.492,61.0,21.0,Phoenix Suns,2007,0
529,105.1,109.9,-4.8,18.5,88.3,0.53,0.483,14.5,28.2,0.508,32.0,50.0,Portland Trail Blazers,2007,0
530,106.2,108.0,-1.8,20.3,94.8,0.545,0.491,13.5,23.1,0.513,33.0,49.0,Sacramento Kings,2007,0
531,109.2,99.9,9.3,22.1,89.8,0.561,0.521,13.6,24.2,0.471,58.0,24.0,San Antonio Spurs,2007,1
532,107.2,110.3,-3.1,20.7,91.8,0.544,0.499,14.5,27.8,0.515,31.0,51.0,Seattle SuperSonics,2007,0
533,107.0,106.0,1.0,22.2,92.6,0.55,0.504,13.0,22.2,0.503,47.0,35.0,Toronto Raptors,2007,0
534,110.1,107.0,3.1,24.7,91.6,0.551,0.502,14.5,31.7,0.496,51.0,31.0,Utah Jazz,2007,0
535,110.1,110.6,-0.5,20.2,94.1,0.542,0.491,12.6,28.1,0.517,41.0,41.0,Washington Wizards,2007,0
536,106.4,111.6,-5.2,19.8,90.4,0.534,0.486,14.7,31.4,0.513,26.0,56.0,Atlanta Hawks,2006,0
537,105.2,106.9,-1.7,20.9,92.2,0.551,0.504,15.7,25.5,0.49,33.0,49.0,Boston Celtics,2006,0
538,102.5,106.7,-4.2,20.9,93.4,0.509,0.464,13.0,27.1,0.514,26.0,56.0,Charlotte Bobcats,2006,0
539,104.0,103.4,0.6,22.0,92.9,0.527,0.487,13.9,26.3,0.464,41.0,41.0,Chicago Bulls,2006,0
540,107.8,105.4,2.4,19.0,89.8,0.538,0.492,13.3,28.4,0.49,50.0,32.0,Cleveland Cavaliers,2006,0
541,111.8,105.0,6.8,18.0,87.8,0.55,0.495,13.1,31.8,0.475,60.0,22.0,Dallas Mavericks,2006,0
542,105.5,105.2,0.3,23.4,93.9,0.535,0.488,13.7,26.8,0.493,44.0,38.0,Denver Nuggets,2006,0
543,110.8,103.1,7.7,24.0,86.8,0.535,0.497,11.2,28.9,0.477,64.0,18.0,Detroit Pistons,2006,0
544,104.8,106.2,-1.4,20.7,93.3,0.521,0.479,13.0,26.9,0.492,34.0,48.0,Golden State Warriors,2006,0
545,101.6,103.3,-1.7,19.3,88.0,0.519,0.471,14.3,25.5,0.472,34.0,48.0,Houston Rockets,2006,0
546,104.5,102.4,2.1,19.9,89.7,0.533,0.487,14.8,27.1,0.464,41.0,41.0,Indiana Pacers,2006,0
547,105.3,103.6,1.7,20.8,91.7,0.54,0.487,13.8,25.4,0.471,47.0,35.0,Los Angeles Clippers,2006,0
548,108.4,105.7,2.7,21.1,90.9,0.539,0.495,13.1,28.8,0.486,45.0,37.0,Los Angeles Lakers,2006,0
549,105.9,101.6,4.3,19.3,86.3,0.537,0.496,13.9,25.8,0.469,49.0,33.0,Memphis Grizzlies,2006,0
550,108.7,104.5,4.2,20.6,91.6,0.556,0.517,13.9,26.7,0.477,52.0,30.0,Miami Heat,2006,1
551,106.3,107.4,-1.1,21.6,91.2,0.535,0.492,13.8,27.3,0.504,40.0,42.0,Milwaukee Bucks,2006,0
552,102.4,104.5,-2.1,20.9,88.8,0.524,0.48,14.2,25.2,0.475,33.0,49.0,Minnesota Timberwolves,2006,0
553,103.9,102.4,1.5,23.0,89.8,0.528,0.478,13.3,24.0,0.476,49.0,33.0,New Jersey Nets,2006,0
554,103.7,106.8,-3.1,18.5,89.0,0.515,0.464,12.9,26.9,0.502,38.0,44.0,New Orleans/Oklahoma City Hornets,2006,0
555,104.0,111.0,-7.0,17.9,90.8,0.534,0.481,16.5,31.2,0.511,23.0,59.0,New York Knicks,2006,0
556,106.3,107.5,-1.2,18.2,88.3,0.543,0.496,14.7,28.5,0.49,36.0,46.0,Orlando Magic,2006,0
557,106.0,108.1,-2.1,20.2,92.7,0.538,0.487,13.3,25.6,0.5,38.0,44.0,Philadelphia 76ers,2006,0
558,111.5,105.8,5.7,26.6,95.8,0.568,0.537,12.2,22.1,0.49,54.0,28.0,Phoenix Suns,2006,0
559,101.1,111.9,-10.8,18.2,87.6,0.511,0.474,14.5,26.6,0.507,21.0,61.0,Portland Trail Blazers,2006,0
560,106.7,105.0,1.7,22.3,91.9,0.544,0.492,13.9,25.4,0.488,44.0,38.0,Sacramento Kings,2006,0
561,107.3,99.6,7.7,20.9,88.5,0.546,0.513,13.6,26.0,0.457,63.0,19.0,San Antonio Spurs,2006,0
562,111.1,114.4,-3.3,20.7,91.6,0.551,0.504,13.7,30.4,0.527,35.0,47.0,Seattle SuperSonics,2006,0
563,109.5,112.7,-3.2,19.4,91.1,0.548,0.5,12.4,25.4,0.53,27.0,55.0,Toronto Raptors,2006,0
564,104.1,107.0,-2.9,21.6,87.8,0.519,0.467,15.0,32.4,0.49,41.0,41.0,Utah Jazz,2006,0
565,109.3,107.3,2.0,18.6,92.3,0.538,0.484,12.8,29.5,0.504,42.0,40.0,Washington Wizards,2006,0
566,100.6,111.1,-10.5,19.7,91.4,0.504,0.464,14.9,30.7,0.513,13.0,69.0,Atlanta Hawks,2005,0
567,107.5,106.6,0.9,22.1,93.3,0.551,0.501,14.7,27.2,0.481,45.0,37.0,Boston Celtics,2005,0
568,101.1,107.5,-6.4,21.9,92.3,0.497,0.455,13.3,29.5,0.497,18.0,64.0,Charlotte Bobcats,2005,0
569,101.4,100.3,1.1,21.3,92.4,0.517,0.471,15.5,28.4,0.454,47.0,35.0,Chicago Bulls,2005,0
570,106.6,105.7,0.9,22.6,89.7,0.518,0.47,13.0,32.5,0.485,42.0,40.0,Cleveland Cavaliers,2005,0
571,110.3,104.1,6.2,19.6,92.7,0.545,0.492,12.5,28.6,0.472,58.0,24.0,Dallas Mavericks,2005,0
572,106.0,103.9,2.1,23.9,93.5,0.535,0.483,13.8,28.4,0.482,49.0,33.0,Denver Nuggets,2005,0
573,105.6,101.2,4.4,21.8,87.2,0.519,0.472,13.3,31.2,0.461,54.0,28.0,Detroit Pistons,2005,0
574,104.7,106.9,-2.2,22.1,93.3,0.512,0.475,12.3,27.8,0.491,34.0,48.0,Golden State Warriors,2005,0
575,106.2,101.7,4.5,21.1,88.8,0.534,0.486,13.5,26.3,0.459,51.0,31.0,Houston Rockets,2005,0
576,105.5,104.6,0.9,18.2,87.2,0.534,0.476,14.1,26.4,0.472,44.0,38.0,Indiana Pacers,2005,0
577,105.5,106.4,-0.9,23.2,89.1,0.533,0.477,14.9,30.3,0.48,37.0,45.0,Los Angeles Clippers,2005,0
578,108.1,111.4,-3.3,20.4,90.8,0.535,0.485,13.4,29.5,0.493,34.0,48.0,Los Angeles Lakers,2005,0
579,105.5,102.9,2.6,20.9,88.5,0.535,0.489,14.3,27.1,0.466,45.0,37.0,Memphis Grizzlies,2005,0
580,110.2,103.1,7.1,21.8,90.8,0.559,0.524,13.1,27.0,0.46,59.0,23.0,Miami Heat,2005,0
581,106.6,109.8,-3.2,21.0,90.8,0.527,0.475,13.0,29.0,0.499,30.0,52.0,Milwaukee Bucks,2005,0
582,108.2,106.6,1.6,23.4,89.1,0.534,0.489,12.7,28.6,0.472,44.0,38.0,Minnesota Timberwolves,2005,0
583,101.4,103.1,-1.7,21.6,89.1,0.512,0.463,13.7,25.5,0.479,42.0,40.0,New Jersey Nets,2005,0
584,99.7,107.7,-8.0,21.0,87.6,0.493,0.446,14.2,29.1,0.491,18.0,64.0,New Orleans Hornets,2005,0
585,106.2,108.9,-2.7,20.3,90.7,0.531,0.485,13.8,28.3,0.501,33.0,49.0,New York Knicks,2005,0
586,104.9,107.3,-2.4,19.3,94.7,0.529,0.478,14.6,29.9,0.484,36.0,46.0,Orlando Magic,2005,0
587,103.5,104.3,-0.8,20.9,94.9,0.528,0.475,14.2,25.4,0.485,43.0,39.0,Philadelphia 76ers,2005,0
588,114.5,107.1,7.4,23.5,95.9,0.571,0.534,12.4,27.5,0.478,62.0,20.0,Phoenix Suns,2005,0
589,103.2,107.7,-4.5,21.0,89.8,0.524,0.484,15.2,29.6,0.479,27.0,55.0,Portland Trail Blazers,2005,0
590,110.5,108.2,2.3,24.5,93.0,0.541,0.496,12.0,28.8,0.493,50.0,32.0,Sacramento Kings,2005,0
591,107.5,98.8,8.7,21.6,88.9,0.534,0.492,13.2,29.1,0.452,59.0,23.0,San Antonio Spurs,2005,1
592,112.2,109.6,2.6,18.1,87.9,0.546,0.495,13.0,32.4,0.496,52.0,30.0,Seattle SuperSonics,2005,0
593,106.9,108.7,-1.8,20.4,92.7,0.539,0.492,12.5,23.7,0.499,33.0,49.0,Toronto Raptors,2005,0
594,104.7,109.5,-4.8,22.3,88.4,0.522,0.469,15.0,31.9,0.499,26.0,56.0,Utah Jazz,2005,0
595,107.2,107.5,-0.3,19.1,93.3,0.523,0.474,12.9,31.1,0.498,45.0,37.0,Washington Wizards,2005,0
596,101.0,106.1,-5.1,20.1,90.8,0.514,0.465,15.4,28.6,0.476,28.0,54.0,Atlanta Hawks,2004,0
597,102.1,103.7,-1.6,20.5,93.2,0.532,0.486,15.4,25.2,0.479,36.0,46.0,Boston Celtics,2004,0
598,96.6,103.4,-6.8,21.9,92.2,0.486,0.446,14.9,28.1,0.469,23.0,59.0,Chicago Bulls,2004,0
599,101.4,104.2,-2.8,22.0,90.8,0.498,0.451,13.7,31.1,0.469,35.0,47.0,Cleveland Cavaliers,2004,0
600,112.1,107.4,4.7,23.9,93.2,0.536,0.495,11.1,31.4,0.498,52.0,30.0,Dallas Mavericks,2004,0
601,103.9,102.7,1.2,21.9,93.3,0.517,0.467,14.2,30.5,0.481,43.0,39.0,Denver Nuggets,2004,0
602,102.0,95.4,6.6,20.8,87.9,0.511,0.461,14.7,30.1,0.441,54.0,28.0,Detroit Pistons,2004,1
603,103.0,103.8,-0.8,20.5,89.8,0.517,0.475,14.1,28.4,0.476,37.0,45.0,Golden State Warriors,2004,0
604,100.9,99.0,1.9,19.3,87.8,0.528,0.484,16.4,26.5,0.447,45.0,37.0,Houston Rockets,2004,0
605,103.8,97.2,6.6,21.6,87.5,0.52,0.471,14.1,28.5,0.459,61.0,21.0,Indiana Pacers,2004,0
606,103.5,108.5,-5.0,20.2,91.0,0.512,0.453,15.0,32.8,0.494,28.0,54.0,Los Angeles Clippers,2004,0
607,105.5,101.3,4.2,23.8,92.3,0.522,0.481,12.8,28.1,0.471,56.0,26.0,Los Angeles Lakers,2004,0
608,104.8,102.2,2.6,23.4,91.4,0.522,0.479,13.9,29.5,0.465,50.0,32.0,Memphis Grizzlies,2004,0
609,102.2,101.7,0.5,19.1,88.0,0.51,0.463,13.5,27.4,0.463,42.0,40.0,Miami Heat,2004,0
610,106.5,105.4,1.1,22.8,91.6,0.528,0.477,12.7,27.6,0.485,41.0,41.0,Milwaukee Bucks,2004,0
611,105.9,99.7,6.2,23.0,89.0,0.528,0.486,12.4,26.7,0.444,58.0,24.0,Minnesota Timberwolves,2004,0
612,100.8,98.0,2.8,24.5,89.4,0.515,0.471,14.4,25.9,0.46,47.0,35.0,New Jersey Nets,2004,0
613,102.3,102.4,-0.1,20.9,89.1,0.505,0.46,14.1,30.6,0.476,41.0,41.0,New Orleans Hornets,2004,0
614,101.7,103.3,-1.6,20.7,89.5,0.518,0.474,15.1,28.0,0.461,39.0,43.0,New York Knicks,2004,0
615,102.7,110.4,-7.7,19.3,90.8,0.504,0.461,12.8,28.1,0.502,21.0,61.0,Orlando Magic,2004,0
616,99.1,101.9,-2.8,20.0,88.0,0.505,0.456,15.5,28.2,0.467,33.0,49.0,Philadelphia 76ers,2004,0
617,101.4,105.5,-4.1,19.3,92.6,0.515,0.475,14.3,26.6,0.482,29.0,53.0,Phoenix Suns,2004,0
618,103.7,105.1,-1.4,21.6,86.2,0.515,0.478,14.4,31.2,0.482,41.0,41.0,Portland Trail Blazers,2004,0
619,110.3,104.9,5.4,26.2,92.8,0.554,0.507,13.0,26.0,0.483,55.0,27.0,Sacramento Kings,2004,0
620,102.2,94.1,8.1,20.4,89.2,0.511,0.473,14.1,29.5,0.433,57.0,25.0,San Antonio Spurs,2004,0
621,107.3,108.0,-0.7,21.7,89.9,0.54,0.501,13.9,27.2,0.487,37.0,45.0,Seattle SuperSonics,2004,0
622,97.0,100.4,-3.4,19.2,86.8,0.495,0.454,14.1,23.8,0.449,33.0,49.0,Toronto Raptors,2004,0
623,101.9,103.3,-1.4,20.4,86.6,0.509,0.456,16.1,34.1,0.468,42.0,40.0,Utah Jazz,2004,0
624,98.8,104.8,-6.0,18.7,92.2,0.5,0.454,16.0,30.7,0.486,25.0,57.0,Washington Wizards,2004,0
625,102.3,106.1,-3.8,20.5,91.0,0.527,0.476,15.7,27.9,0.469,35.0,47.0,Atlanta Hawks,2003,0
626,101.2,101.6,-0.4,19.2,90.9,0.514,0.47,13.4,23.6,0.471,44.0,38.0,Boston Celtics,2003,0
627,100.2,105.6,-5.4,21.7,93.5,0.512,0.471,15.4,27.7,0.47,30.0,52.0,Chicago Bulls,2003,0
628,96.5,106.7,-10.2,20.9,94.0,0.491,0.444,16.4,31.0,0.484,17.0,65.0,Cleveland Cavaliers,2003,0
629,110.7,102.3,8.4,22.4,92.5,0.543,0.498,10.9,25.4,0.473,60.0,22.0,Dallas Mavericks,2003,0
630,92.2,101.3,-9.1,21.2,91.0,0.469,0.428,17.1,31.3,0.477,17.0,65.0,Denver Nuggets,2003,0
631,104.1,99.9,4.2,19.8,86.8,0.523,0.473,13.3,25.9,0.461,50.0,32.0,Detroit Pistons,2003,0
632,108.3,109.5,-1.2,20.9,94.2,0.526,0.472,13.9,35.0,0.482,38.0,44.0,Golden State Warriors,2003,0
633,104.3,102.6,1.7,18.4,88.8,0.522,0.474,14.8,30.3,0.462,43.0,39.0,Houston Rockets,2003,0
634,104.6,100.8,3.8,23.3,91.6,0.522,0.469,13.7,29.0,0.458,48.0,34.0,Indiana Pacers,2003,0
635,102.3,106.8,-4.5,19.6,91.3,0.516,0.467,14.8,29.1,0.481,27.0,55.0,Los Angeles Clippers,2003,0
